"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2023","11305","강북구","10100","미아동","1","대지","1356","0000","경남아너스빌(1356-0)","20230523","70000","84.87","0.000000","19","","","2003","아파트","직거래",""
"2023","11500","강서구","10600","내발산동","1","대지","0718","0002","퀸즈하우스","20230523","31500","29.62","19.630000","6","","","2019","연립다세대","중개거래","인천 계양구"
"2023","11500","강서구","10200","등촌동","1","대지","0628","0013","현대프린스텔","20230523","9300","22.78","31.100000","3","","","1999","오피스텔","중개거래","서울 강서구"
"2023","11500","강서구","10600","내발산동","1","대지","0718","0002","퀸즈하우스","20230523","29500","29.66","19.650000","2","","","2019","연립다세대","중개거래","인천 계양구"
"2023","11500","강서구","10600","내발산동","1","대지","0718","0002","퀸즈하우스","20230523","29500","29.66","19.650000","3","","","2019","연립다세대","중개거래","인천 계양구"
"2023","11560","영등포구","11700","당산동","1","대지","0121","0130","리버뷰","20230523","13000","15.05","0.000000","10","","","2015","아파트","직거래",""
"2023","11500","강서구","10600","내발산동","1","대지","0718","0002","퀸즈하우스","20230523","29500","29.83","19.770000","3","","","2019","연립다세대","중개거래","인천 계양구"
"2023","11710","송파구","10100","잠실동","1","대지","0022","0000","리센츠","20230523","60000","27.68","0.000000","12","","","2008","아파트","직거래",""
"2023","11530","구로구","10200","구로동","1","대지","0044","0008","비즈트위트 오렌지","20230523","10700","17.81","26.910000","7","","","2013","오피스텔","중개거래","서울 영등포구"
"2023","11620","관악구","10200","신림동","1","대지","1421","0029","에스케이허브그린","20230523","16100","26.62","36.970000","9","","","2004","오피스텔","중개거래","서울 관악구"
"2023","11500","강서구","10300","화곡동","1","대지","0372","0008","더하우스","20230523","20000","25.52","14.960000","4","","","2018","연립다세대","직거래",""
"2023","11305","강북구","10300","수유동","1","대지","0172","0018","은진빌라트13차","20230523","24000","54.17","26.190000","3","","","1997","연립다세대","중개거래","서울 강북구"
"2023","11305","강북구","10200","번동","1","대지","0148","0056","경원주택","20230523","12200","32.37","13.240000","4","","","1993","연립다세대","직거래",""
"2023","11545","금천구","10300","시흥동","1","대지","0933","0064","다솔빌리지","20230523","32000","51.84","25.650000","2","","","2002","연립다세대","중개거래","서울 금천구"
"2023","11560","영등포구","12100","문래동3가","1","대지","0094","0000","문래힐스테이트","20230523","138000","119.47","0.000000","1","","","2003","아파트","중개거래","서울 영등포구"
"2023","11170","용산구","10900","청파동1가","1","대지","0001","0154","1-154","20230523","37920","26.43","23.150000","4","","","2021","연립다세대","직거래",""
"2023","11500","강서구","10300","화곡동","1","대지","0343","0032","인터시티오피스텔","20230523","12200","29.84","37.020000","4","","","2002","오피스텔","직거래",""
"2023","11560","영등포구","11000","여의도동","1","대지","0061","0000","리첸시아","20230523","167500","137.82","0.000000","20","","","2003","아파트","중개거래","서울 영등포구"
"2023","11110","종로구","18400","부암동","1","대지","0179","0015","조형빌라","20230523","145000","200.15","236.840000","2","","","1995","연립다세대","중개거래","서울 종로구"
"2023","11545","금천구","10100","가산동","1","대지","0535","0007","G밸리 하우스디 어반","20230523","29890","39.24","57.540000","6","","","2019","오피스텔","중개거래","서울 금천구"
"2023","11590","동작구","10200","상도동","1","대지","0531","0000","힐스테이트 상도 센트럴파크","20230523","108000","59.88","0.000000","9","","","2012","아파트","중개거래","서울 동작구"
"2023","11560","영등포구","11700","당산동","1","대지","0376","0000","강변래미안","20230523","143000","108.15","0.000000","13","","","2002","아파트","중개거래","서울 영등포구"
"2023","11215","광진구","10500","자양동","1","대지","0236","0000","롯데캐슬 리버파크 시그니처","20230523","104650","84.9","0.000000","10","분양권","","0","아파트","직거래",""
"2023","11530","구로구","10200","구로동","1","대지","0740","0031","(740-31)","20230523","17000","26.91","11.070000","2","","","1994","연립다세대","직거래",""
"2023","11500","강서구","10300","화곡동","1","대지","0832","0042","청송평화하이맨션(832-42)","20230523","17300","27.92","16.240000","4","","","2012","연립다세대","직거래",""
"2023","11305","강북구","10100","미아동","1","대지","0791","1760","북한산시티빌(A동)","20230523","13338","54.69","18.220000","2","","","2003","연립다세대","직거래",""
"2023","11500","강서구","10300","화곡동","1","대지","0105","0189","아이비타운(105-189)","20230523","14000","31.05","19.210000","5","","","2007","연립다세대","직거래",""
"2023","11620","관악구","10200","신림동","1","대지","1638","0001","삼모 더 프라임 타워","20230522","16000","23.89","34.870000","23","","","2011","오피스텔","중개거래","서울 관악구"
"2023","11320","도봉구","10600","방학동","1","대지","0274","0000","삼익세라믹아파트","20230522","28500","42.93","0.000000","3","","","1988","아파트","중개거래","서울 도봉구"
"2023","11740","강동구","10700","암사동","1","대지","0470","0000","한성시티빌","20230522","21000","60.11","25.570000","3","","","2003","연립다세대","직거래",""
"2023","11440","마포구","10200","공덕동","1","대지","0463","0000","마포현대하이엘","20230522","34800","48.97","64.050000","4","","","2005","오피스텔","중개거래","서울 마포구"
"2023","11530","구로구","10800","오류동","1","대지","0055","0016","프리가","20230522","10000","20.73","29.800000","7","","","2013","오피스텔","직거래",""
"2023","11740","강동구","10800","성내동","1","대지","0081","0002","더존예가C","20230522","19500","15.26","5.050000","9","","","2018","연립다세대","중개거래","서울 강동구"
"2023","11380","은평구","10400","갈현동","1","대지","0520","0051","(520-51)","20230522","17500","43.32","31.470000","1","","","1992","연립다세대","직거래",""
"2023","11290","성북구","12500","안암동5가","1","대지","0160","0016","(160-16)","20230522","11300","22.72","0.000000","2","","","2017","아파트","직거래",""
"2023","11350","노원구","10200","월계동","1","대지","0018","0000","한진한화그랑빌","20230522","79000","84.97","0.000000","26","","","2002","아파트","중개거래","서울 노원구"
"2023","11440","마포구","10100","아현동","1","대지","0777","0000","마포래미안푸르지오3단지","20230522","152000","84.6","0.000000","14","","","2014","아파트","중개거래","서울 성동구"
"2023","11200","성동구","10900","금호동1가","1","대지","0280","0000","이편한세상금호파크힐스","20230522","125000","59.98","0.000000","4","","","2019","아파트","중개거래","서울 성동구"
"2023","11350","노원구","10600","중계동","1","대지","0359","0001","주공5","20230522","46000","44.52","0.000000","2","","","1992","아파트","중개거래","서울 노원구"
"2023","11380","은평구","10800","역촌동","1","대지","0054","0002","대창맨션","20230522","25400","73.92","36.810000","2","","","1997","연립다세대","중개거래","서울 은평구"
"2023","11440","마포구","10900","염리동","1","대지","0532","0000","마포프레스티지자이","20230522","158000","84.94","0.000000","1","","","2021","아파트","중개거래","서울 마포구"
"2023","11305","강북구","10100","미아동","1","대지","0791","1837","전망빌라","20230522","15000","39.58","31.390000","2","","","2007","연립다세대","중개거래","서울 강북구"
"2023","11380","은평구","10400","갈현동","1","대지","0228","0075","신하우스(228-75)","20230522","16500","27.89","24.180000","2","","","2015","연립다세대","중개거래","서울 은평구"
"2023","11470","양천구","10100","신정동","1","대지","0978","0007","금정빌(978-7)","20230522","25900","21.17","10.140000","3","","","2011","연립다세대","중개거래","경기 하남시, 서울 양천구"
"2023","11500","강서구","10300","화곡동","1","대지","0931","0013","청해빌라A","20230522","15000","43.59","21.410000","1","","","1992","연립다세대","중개거래","서울 강서구"
"2023","11470","양천구","10200","목동","1","대지","0622","0002","목동거산풀하우스-2","20230522","14000","22.55","13.220000","3","","","2013","연립다세대","중개거래","서울 양천구"
"2023","11500","강서구","10300","화곡동","1","대지","0153","0019","(153-19)","20230522","15700","43.2","25.000000","2","","","1991","연립다세대","직거래",""
"2023","11470","양천구","10200","목동","1","대지","0724","0011","성원파크빌","20230522","31500","59.75","29.630000","4","","","2002","연립다세대","중개거래","서울 양천구"
"2023","11320","도봉구","10500","쌍문동","1","대지","0088","0099","성원하이츠A동","20230522","15000","35.88","15.400000","2","","","2003","연립다세대","중개거래","서울 도봉구"
"2023","11620","관악구","10200","신림동","1","대지","0497","0005","보라매해담채","20230522","14500","12.89","0.000000","2","","","2012","아파트","직거래",""
"2023","11260","중랑구","10100","면목동","1","대지","0527","0039","성진듀얼팰리스2차","20230522","29000","26.73","14.750000","6","","","2020","연립다세대","직거래",""
"2023","11470","양천구","10200","목동","1","대지","0042","0101","골든캐슬","20230522","38500","56.88","33.150000","3","","","2015","연립다세대","중개거래","서울 양천구"
"2023","11680","강남구","10500","삼성동","1","대지","0143","0019","	(143-19)	","20230522","20000","21.12","31.090000","4","","","1990","오피스텔","중개거래","서울 강남구"
"2023","11740","강동구","10600","둔촌동","1","대지","0089","0000","현대4","20230522","70000","59.49","0.000000","7","","","1996","아파트","중개거래","서울 강동구"
"2023","11380","은평구","10900","신사동","1","대지","0001","0145","에이파크빌라(1-145)","20230522","22700","61.08","38.970000","1","","","1994","연립다세대","중개거래","서울 은평구"
"2023","11380","은평구","11000","증산동","1","대지","0173","0001","디오반","20230522","12350","14.46","0.000000","3","","","2011","아파트","직거래",""
"2023","11500","강서구","10300","화곡동","1","대지","0151","0004","태청그린빌라","20230522","14250","36.48","17.690000","2","","","1993","연립다세대","직거래",""
"2023","11530","구로구","10700","개봉동","1","대지","0289","0022","에스엠벨리체(289-22)","20230522","34000","49.26","23.620000","4","","","2017","연립다세대","중개거래","서울 구로구"
"2023","11320","도봉구","10800","도봉동","1","대지","0591","0000","무수골B동","20230522","29000","31.78","33.880000","4","","","2019","연립다세대","직거래",""
"2023","11290","성북구","12500","안암동5가","1","대지","0160","0016","(160-16)","20230522","11300","22.72","0.000000","1","","","2017","아파트","직거래",""
"2023","11260","중랑구","10500","망우동","1","대지","0477","0010","동남아트빌라","20230522","17500","37.63","18.330000","2","","","1995","연립다세대","중개거래","서울 중랑구"
"2023","11320","도봉구","10800","도봉동","1","대지","0591","0000","무수골B동","20230522","28000","43.51","46.390000","3","","","2019","연립다세대","직거래",""
"2023","11305","강북구","10300","수유동","1","대지","0734","0000","북한산네이처파크","20230522","43800","55.8","0.000000","3","","","2015","아파트","직거래",""
"2023","11290","성북구","12500","안암동5가","1","대지","0160","0016","(160-16)","20230522","11300","22.72","0.000000","1","","","2017","아파트","직거래",""
"2023","11230","동대문구","10500","답십리동","1","대지","0990","0000","두산","20230522","74000","84.83","0.000000","13","","","2000","아파트","중개거래","서울 동대문구"
"2023","11290","성북구","12500","안암동5가","1","대지","0160","0016","(160-16)","20230522","11300","22.72","0.000000","1","","","2017","아파트","직거래",""
"2023","11530","구로구","10200","구로동","1","대지","0747","0035","(747-35)","20230522","21000","50.52","0.000000","1","","","1982","아파트","직거래",""
"2023","11500","강서구","10300","화곡동","1","대지","0024","0092","아덴하임","20230522","24500","26.63","43.350000","5","","","2020","오피스텔","직거래",""
"2023","11320","도봉구","10700","창동","1","대지","0630","0029","신창빌라","20230522","15400","40.79","20.860000","4","","","1991","연립다세대","직거래",""
"2023","11440","마포구","10300","신공덕동","1","대지","0170","0000","브라운스톤공덕","20230522","124500","59.89","0.000000","16","","","2009","아파트","중개거래","서울 마포구"
"2023","11440","마포구","12200","합정동","1","대지","0438","0020","대명풀하우스2","20230522","28000","29.86","19.830000","3","","","2016","연립다세대","직거래",""
"2023","11545","금천구","10300","시흥동","1","대지","0936","0010","정원빌라","20230522","12600","37.41","29.070000","-1","","","1993","연립다세대","중개거래","서울 금천구"
"2023","11500","강서구","10300","화곡동","1","대지","0469","0027","형지트윈빌(469-27)","20230522","13200","29.8","21.600000","3","","","2012","연립다세대","중개거래","서울 강서구"
"2023","11560","영등포구","13300","대림동","1","대지","0717","0000","쌍용플래티넘S","20230522","12000","18.24","0.000000","8","","","2013","아파트","직거래",""
"2023","11350","노원구","10500","상계동","1","대지","0765","0000","상계주공1(고층)","20230522","38500","32.39","0.000000","9","","","1988","아파트","중개거래","서울 노원구"
"2023","11590","동작구","10900","신대방동","1","대지","0721","0000","스마티움(721)","20230522","16000","14.56","10.440000","3","","","2014","연립다세대","직거래",""
"2023","11530","구로구","10200","구로동","1","대지","0794","0016","(794-16)","20230522","24000","40.62","17.250000","1","","","1994","연립다세대","직거래",""
"2023","11560","영등포구","11400","당산동4가","1","대지","0027","0005","(27-5)","20230522","31000","26.85","13.600000","4","","","2016","연립다세대","중개거래","서울 영등포구"
"2023","11680","강남구","11800","도곡동","1","대지","0467","0024","우성캐릭터199","20230522","220000","132.94","0.000000","14","","","1998","아파트","중개거래","서울 강남구"
"2023","11650","서초구","10800","서초동","1","대지","1338","0020","서초현대렉시온","20230522","32000","33.24","44.690000","20","","","2005","오피스텔","중개거래","서울 서초구"
"2023","11500","강서구","10500","마곡동","1","대지","0760","0002","마곡나루역캐슬파크","20230522","21600","23.39","31.950000","12","","","2016","오피스텔","중개거래","서울 강서구"
"2023","11110","종로구","17500","숭인동","1","대지","0202","0003","종로중흥S클래스","20230522","13800","19.47","0.000000","7","","","2013","아파트","직거래",""
"2023","11740","강동구","10600","둔촌동","1","대지","0455","0004","아미하우스","20230522","27000","27.26","15.010000","2","","","2019","연립다세대","중개거래","서울 강동구, 서울 성동구"
"2023","11470","양천구","10100","신정동","1","대지","0914","0002","신정킹덤","20230522","27000","29.95","20.000000","2","","","2017","연립다세대","중개거래","서울 양천구"
"2023","11320","도봉구","10800","도봉동","1","대지","0087","0000","삼환도봉","20230522","55384","73.89","0.000000","13","","","1987","아파트","직거래",""
"2023","11200","성동구","10100","상왕십리동","1","대지","0750","0000","노블리안","20230522","12700","25.74","32.460000","15","","","2003","오피스텔","중개거래","서울 성동구"
"2023","11380","은평구","10500","구산동","1","대지","0002","0002","건우주택(B)","20230521","22250","47.67","20.610000","4","","","2000","연립다세대","중개거래","서울 은평구"
"2023","11200","성동구","10400","도선동","1","대지","0257","0000","왕십리렉스프리미엄오피스텔","20230521","27000","18.63","27.450000","16","","20230522","2020","오피스텔","중개거래","서울 성북구"
"2023","11530","구로구","10200","구로동","1","대지","0512","0002","하이빌골드타워","20230521","28000","38.74","47.470000","7","","","2019","오피스텔","중개거래","서울 구로구"
"2023","11590","동작구","10700","사당동","1","대지","0437","0014","양림아트빌","20230521","26000","35.88","19.990000","2","","","2008","연립다세대","중개거래","서울 동작구"
"2023","11350","노원구","10500","상계동","1","대지","0730","0002","상계주공3(고층)","20230521","48500","37.46","0.000000","4","","","1987","아파트","중개거래","서울 노원구"
"2023","11530","구로구","10200","구로동","1","대지","0512","0002","하이빌골드타워","20230521","28000","38.74","47.470000","13","","","2019","오피스텔","중개거래","서울 구로구"
"2023","11380","은평구","10700","응암동","1","대지","0766","0000","백련산파크자이","20230521","73750","59.91","0.000000","5","","","2021","아파트","중개거래","서울 은평구"
"2023","11500","강서구","10300","화곡동","1","대지","0343","0032","인터시티오피스텔","20230521","12200","29.84","37.020000","5","","","2002","오피스텔","직거래",""
"2023","11590","동작구","10200","상도동","1","대지","0531","0000","힐스테이트 상도 센트럴파크","20230521","129000","84.61","0.000000","7","","","2012","아파트","중개거래","서울 동작구"
"2023","11620","관악구","10200","신림동","1","대지","1481","0006","쌍용프라임(1481-6)","20230521","31500","38.79","24.390000","2","","","2013","연립다세대","중개거래","서울 관악구"
"2023","11740","강동구","10700","암사동","1","대지","0414","0002","롯데캐슬퍼스트","20230521","102000","59.99","0.000000","15","","","2008","아파트","중개거래","서울 강동구"
"2023","11620","관악구","10100","봉천동","1","대지","0952","0014","노블레스(952-14)","20230520","34000","50.67","29.420000","4","","","2016","연립다세대","중개거래","서울 관악구"
"2023","11320","도봉구","10600","방학동","1","대지","0618","0000","성보빌라","20230520","16900","71.1","30.520000","2","","","2001","연립다세대","중개거래","서울 도봉구"
"2023","11500","강서구","10800","공항동","1","대지","0049","0001","이스카이오피스텔","20230520","11500","24.57","39.380000","10","","","2011","오피스텔","중개거래","서울 강서구"
"2023","11380","은평구","10900","신사동","1","대지","0019","0084","형진","20230520","36000","59.78","0.000000","9","","","1997","아파트","중개거래","서울 은평구"
"2023","11470","양천구","10200","목동","1","대지","0925","0000","목동신시가지7","20230520","170000","66.6","0.000000","1","","","1986","아파트","중개거래","서울 양천구"
"2023","11470","양천구","10100","신정동","1","대지","0913","0002","더하우스인","20230520","30000","37.34","22.030000","4","","","2016","연립다세대","중개거래","서울 양천구"
"2023","11590","동작구","10700","사당동","","","","","","20230520","140000","299.08","149.000000","","","","1999","단독다가구","중개거래","서울 서초구"
"2023","11140","중구","14300","장충동1가","1","대지","0105","0001","장충동라임카운티","20230520","200000","157.94","0.000000","10","","","2000","아파트","중개거래","서울 용산구"
"2023","11140","중구","14300","장충동1가","1","대지","0105","0001","장충동라임카운티","20230520","260000","172.4","0.000000","10","","","2000","아파트","중개거래","서울 용산구"
"2023","11470","양천구","10300","신월동","1","대지","0466","0008","행담가","20230520","28500","37.78","26.200000","4","","","2022","연립다세대","중개거래","서울 양천구"
"2023","11740","강동구","11000","강일동","1","대지","0677","0004","유러피안하우스I","20230520","6000","12","19.910000","9","","","2013","오피스텔","중개거래","서울 강동구"
"2023","11440","마포구","12300","망원동","1","대지","0522","0000","마포한강제이스카이","20230520","58500","49.74","0.000000","10","","","2019","아파트","중개거래","서울 마포구"
"2023","11230","동대문구","11000","이문동","1","대지","0064","0000","쌍용","20230520","60000","59.99","0.000000","20","","","2000","아파트","중개거래","서울 동대문구"
"2023","11560","영등포구","13200","신길동","1","대지","0022","0005","대우 디오빌 골든뷰 오피스텔","20230520","17500","28.29","37.790000","8","","","2004","오피스텔","중개거래","서울 영등포구"
"2023","11545","금천구","10300","시흥동","1","대지","0882","0061","시흥 사거리 와이즈 플레이스","20230520","9500","18.11","27.490000","13","","","2012","오피스텔","중개거래","서울 금천구"
"2023","11620","관악구","10100","봉천동","1","대지","0869","0003","프라비다1","20230520","16000","18.22","25.180000","11","","","2012","오피스텔","중개거래","서울 관악구"
"2023","11530","구로구","10200","구로동","1","대지","0603","0009","스타팰리스(603-9)","20230520","16000","29.87","40.430000","6","","","2003","오피스텔","중개거래","서울 구로구"
"2023","11470","양천구","10200","목동","1","대지","0315","0032","제이엘카운티(315-32)","20230520","22000","38.7","22.400000","5","","","2011","연립다세대","중개거래","서울 강서구"
"2023","11305","강북구","10100","미아동","1","대지","0791","1684","그린빌(791-1684)","20230520","10000","32.62","19.860000","3","","","2008","연립다세대","중개거래","서울 강북구"
"2023","11110","종로구","11800","내수동","1","대지","0073","0000","경희궁의아침4단지","20230520","180000","124.17","0.000000","13","","","2004","아파트","중개거래","서울 양천구, 서울 종로구"
"2023","11380","은평구","10700","응암동","1","대지","0111","0045","드림빌","20230520","20700","38.65","19.070000","1","","","2002","연립다세대","중개거래","서울 은평구"
"2023","11530","구로구","10800","오류동","1","대지","0292","0010","우창굿모닝","20230520","40000","102.99","0.000000","5","","","2004","아파트","중개거래","서울 양천구"
"2023","11350","노원구","10300","공릉동","1","대지","0366","0014","우성빌라A동","20230520","11000","36.93","18.120000","2","","","1992","연립다세대","중개거래","서울 노원구"
"2023","11380","은평구","10200","녹번동","1","대지","0282","0000","힐스테이트녹번","20230520","87300","59.94","0.000000","17","","","2019","아파트","중개거래","서울 은평구"
"2023","11410","서대문구","11800","홍은동","1","대지","0453","0002","풍림2","20230520","65000","84.93","0.000000","4","","","1990","아파트","직거래",""
"2023","11380","은평구","10900","신사동","1","대지","0001","0027","한스빌리지(1-27)","20230520","28000","71.57","37.920000","3","","","2003","연립다세대","중개거래","서울 은평구"
"2023","11545","금천구","10200","독산동","1","대지","1072","0022","(1072-22)","20230520","19000","29.99","17.030000","3","","","2014","연립다세대","중개거래","서울 금천구"
"2023","11200","성동구","10200","하왕십리동","1","대지","1070","0000","센트라스","20230520","33000","32.53","49.140000","20","","","2016","오피스텔","중개거래","서울 성동구"
"2023","11710","송파구","11200","오금동","1","대지","0158","0003","궁보빌라","20230520","26000","59.25","28.460000","2","","","1991","연립다세대","중개거래","서울 송파구"
"2023","11470","양천구","10100","신정동","1","대지","0314","0000","목동신시가지8","20230520","115000","54.94","0.000000","9","","","1987","아파트","중개거래","서울 강남구, 서울 양천구"
"2023","11560","영등포구","10800","영등포동7가","1","대지","0203","0000","아크로타워스퀘어","20230520","145000","84.65","0.000000","28","","","2017","아파트","중개거래","서울 영등포구"
"2023","11350","노원구","10500","상계동","1","대지","0691","0000","상계주공7(고층)","20230520","68000","59.39","0.000000","4","","","1988","아파트","중개거래","광주 동구, 서울 노원구"
"2023","11230","동대문구","10200","용두동","1","대지","0779","0000","신동아","20230520","60000","49.68","0.000000","6","","","1994","아파트","중개거래","서울 강남구, 서울 동대문구"
"2023","11350","노원구","10600","중계동","1","대지","0585","0000","중계3우성","20230520","90000","84.87","0.000000","9","","","1999","아파트","중개거래","서울 노원구"
"2023","11350","노원구","10600","중계동","1","대지","0512","0000","중계무지개","20230520","39300","39.96","0.000000","3","","","1991","아파트","중개거래","서울 노원구"
"2023","11200","성동구","10100","상왕십리동","1","대지","0811","0000","텐즈힐(2구역)","20230520","135000","84.92","0.000000","3","","","2014","아파트","중개거래","서울 성동구"
"2023","11140","중구","15600","입정동","1","대지","0002","0004","힐스테이트세운센트럴2단지","20230520","101473","59.74","0.000000","23","분양권","","0","아파트","중개거래","서울 용산구"
"2023","11290","성북구","12200","안암동2가","1","대지","0138","0000","에스엠빌라(138-0)","20230520","20000","48.18","22.800000","4","","","2003","연립다세대","중개거래","서울 성북구"
"2023","11740","강동구","10700","암사동","1","대지","0414","0002","롯데캐슬퍼스트","20230520","100000","59.99","0.000000","7","","","2008","아파트","중개거래","서울 강동구"
"2023","11380","은평구","10900","신사동","1","대지","0355","0000","현대2","20230520","59000","84.83","0.000000","18","","","1994","아파트","중개거래","서울 은평구"
"2023","11545","금천구","10100","가산동","1","대지","0776","0000","가산대명벨리온","20230520","12000","16.61","25.800000","9","","","2017","오피스텔","중개거래","서울 금천구"
"2023","11350","노원구","10300","공릉동","1","대지","0081","0000","태강아파트(아이파크)","20230520","54500","59.38","0.000000","1","","","1999","아파트","중개거래","서울 노원구"
"2023","11530","구로구","10700","개봉동","1","대지","0010","0034","부영파크빌(10-34)","20230520","18000","60.72","28.630000","3","","","2005","연립다세대","중개거래","서울 구로구"
"2023","11200","성동구","11000","금호동2가","1","대지","1217","0000","래미안하이리버","20230520","112500","59.99","0.000000","9","","","2012","아파트","중개거래","서울 성동구"
"2023","11380","은평구","10700","응암동","1","대지","0669","0001","대주피오레","20230520","58700","59.66","0.000000","10","","","2003","아파트","중개거래","서울 서대문구"
"2023","11650","서초구","10100","방배동","1","대지","0998","0000","방배어울림","20230520","186000","122.79","0.000000","5","","","2008","아파트","중개거래","서울 서초구"
"2023","11215","광진구","10700","화양동","1","대지","0113","0001","광진코지웰","20230520","12600","15.63","0.000000","3","","","2014","아파트","중개거래","서울 광진구"
"2023","11710","송파구","10100","잠실동","1","대지","0298","0011","홈토피아","20230520","33000","47.6","20.330000","5","","","2002","연립다세대","중개거래","서울 송파구"
"2023","11440","마포구","10200","공덕동","1","대지","0457","0000","공덕3삼성래미안","20230520","168000","114.98","0.000000","6","","","2004","아파트","중개거래","서울 마포구"
"2023","11530","구로구","10200","구로동","1","대지","0097","0000","로제리움2차","20230520","10000","19.74","27.820000","4","","","2014","오피스텔","중개거래","서울 구로구"
"2023","11260","중랑구","10100","면목동","1","대지","0065","0035","목련홈타운B동","20230520","35000","43.92","28.540000","4","","","2012","연립다세대","중개거래","서울 중랑구"
"2023","11680","강남구","10100","역삼동","1","대지","0765","0032","역삼2차아이파크","20230520","215000","84.89","0.000000","21","","","2008","아파트","중개거래","서울 강남구"
"2023","11500","강서구","10200","등촌동","1","대지","0516","0018","예가채(516-18)","20230520","42700","51.04","31.150000","2","","","2016","연립다세대","중개거래","서울 강서구"
"2023","11620","관악구","10100","봉천동","1","대지","1712","0000","관악드림(동아)","20230520","60000","114.75","0.000000","3","","","2003","아파트","직거래",""
"2023","11350","노원구","10500","상계동","1","대지","0691","0000","상계주공7(고층)","20230519","85000","79.07","0.000000","3","","","1988","아파트","중개거래","서울 노원구"
"2023","11560","영등포구","10100","영등포동","1","대지","0647","0000","영등포푸르지오","20230519","98000","79.78","0.000000","19","","","2002","아파트","중개거래","서울 마포구, 서울 영등포구"
"2023","11320","도봉구","10600","방학동","1","대지","0632","0065","대명빌라(632-65)","20230519","11700","34.65","20.800000","5","","","2008","연립다세대","직거래",""
"2023","11320","도봉구","10600","방학동","1","대지","0343","0001","삼호","20230519","18000","47.3","35.660000","2","","","1990","연립다세대","중개거래","서울 도봉구"
"2023","11290","성북구","13300","정릉동","1","대지","0239","0000","정릉풍림아이원","20230519","50000","59.88","0.000000","4","","","2005","아파트","중개거래","서울 강남구, 서울 성북구"
"2023","11260","중랑구","10600","신내동","1","대지","0796","0000","다우훼밀리","20230519","44000","59.96","0.000000","15","","","1999","아파트","중개거래","서울 중랑구"
"2023","11530","구로구","10200","구로동","1","대지","0740","0005","청우아트빌라","20230519","15700","38.4","0.000000","1","","","1994","아파트","중개거래","서울 구로구"
"2023","11650","서초구","10100","방배동","1","대지","0539","0170","덕진빌라(539-170)","20230519","119700","36.41","28.500000","2","","","1987","연립다세대","중개거래","서울 서초구"
"2023","11620","관악구","10200","신림동","1","대지","0098","0140","(98-140)","20230519","12000","42.39","24.390000","2","","","1993","연립다세대","중개거래","서울 관악구"
"2023","11620","관악구","10200","신림동","1","대지","1464","0005","e-샤르망","20230519","10000","24.5","32.550000","4","","","2003","오피스텔","중개거래","서울 관악구"
"2023","11590","동작구","10200","상도동","1","대지","0212","0048","성지빌라(212-48)","20230519","26000","54.13","33.960000","4","","","1996","연립다세대","중개거래","서울 동작구"
"2023","11320","도봉구","10800","도봉동","1","대지","0641","0000","서원","20230519","32250","49.77","0.000000","8","","","1996","아파트","중개거래","서울 노원구, 서울 도봉구"
"2023","11410","서대문구","11200","대현동","1","대지","0027","0020","신촌가이아","20230519","17000","26.64","39.160000","12","","","2005","오피스텔","직거래",""
"2023","11500","강서구","10200","등촌동","1","대지","0506","0025","거산파크빌","20230519","36000","35.98","13.870000","4","","","2016","연립다세대","중개거래","서울 강서구"
"2023","11680","강남구","11800","도곡동","1","대지","0467","0000","타워팰리스(467-0)","20230519","220000","91.1","130.260000","19","","","2002","오피스텔","중개거래","서울 강남구"
"2023","11350","노원구","10500","상계동","1","대지","1128","0000","극동늘푸른","20230519","29700","59.96","0.000000","5","","","2000","아파트","직거래",""
"2023","11290","성북구","13800","장위동","1","대지","0246","0152","도양라비앙빌Ⅰ","20230519","33000","43.74","25.730000","4","","","2020","연립다세대","직거래",""
"2023","11440","마포구","10900","염리동","1","대지","0532","0000","마포프레스티지자이","20230519","138500","59.78","0.000000","4","","","2021","아파트","중개거래","서울 마포구"
"2023","11410","서대문구","11000","북아현동","1","대지","1013","0000","이편한세상신촌","20230519","30000","27.42","42.220000","11","","","2018","오피스텔","중개거래","서울 종로구"
"2023","11215","광진구","10700","화양동","1","대지","0113","0001","광진코지웰","20230519","12900","15.63","0.000000","5","","","2014","아파트","중개거래","서울 광진구"
"2023","11740","강동구","10100","명일동","1","대지","0312","0214","리베바움","20230519","31000","52.52","28.230000","2","","","2012","연립다세대","중개거래","서울 강동구"
"2023","11215","광진구","10300","구의동","1","대지","0076","0001","그랜드파크 오피스텔","20230519","33000","43.14","61.630000","4","","","2017","오피스텔","중개거래","서울 광진구"
"2023","11470","양천구","10100","신정동","1","대지","0884","0005","대도빌라","20230519","13500","51.89","24.180000","-1","","","1996","연립다세대","직거래",""
"2023","11590","동작구","10200","상도동","1","대지","0214","0087","더퍼스트타운","20230519","31000","27.9","19.190000","4","","","2018","연립다세대","중개거래","서울 동작구"
"2023","11215","광진구","10300","구의동","1","대지","0218","0012","다성리버텔","20230519","23000","34.88","45.030000","7","","","2002","오피스텔","중개거래","서울 광진구"
"2023","11305","강북구","10100","미아동","1","대지","0791","1370","삼진빌라","20230519","9000","29.84","17.960000","4","","","1993","연립다세대","중개거래","서울 강북구"
